field,major,enrolls,year,cc_name,uc_campus
SOCIAL SCIENCES,Economics,6,2021,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Economics,65,2021,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,12,2021,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,6,2021,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,3,2021,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,25,2021,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,15,2021,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,3,2021,SANTA BARBARA CITY,Riverside
SOCIAL SCIENCES,Sociology,65,2021,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,6,2021,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Sociology,6,2021,SANTA BARBARA CITY,San Diego
VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,7,2021,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2021,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2021,SANTA BARBARA CITY,Irvine
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,10,2021,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,8,2021,SANTA BARBARA CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2021,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,13,2021,SANTA BARBARA CITY,Santa Barbara
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2022,SANTA BARBARA CITY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",30,2022,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",11,2022,SANTA BARBARA CITY,Santa Cruz
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2022,SANTA BARBARA CITY,San Diego
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Ecology, Evolution, Systematics, and Population Biology",4,2022,SANTA BARBARA CITY,Santa Cruz
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,2022,SANTA BARBARA CITY,Santa Cruz
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,2022,SANTA BARBARA CITY,Davis
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2022,SANTA BARBARA CITY,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,75,2022,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,2022,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,7,2022,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,Chemical Engineering,6,2022,SANTA BARBARA CITY,Santa Barbara
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2022,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2022,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,2022,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2022,SANTA BARBARA CITY,Santa Cruz
HISTORY,History,9,2022,SANTA BARBARA CITY,Santa Barbara
HISTORY,History,3,2022,SANTA BARBARA CITY,Santa Cruz
HISTORY,History,3,2022,SANTA BARBARA CITY,San Diego
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2022,SANTA BARBARA CITY,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2022,SANTA BARBARA CITY,Los Angeles
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2022,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,5,2022,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,4,2022,SANTA BARBARA CITY,Santa Cruz
MATHEMATICS AND STATISTICS,Statistics,3,2022,SANTA BARBARA CITY,Los Angeles
MATHEMATICS AND STATISTICS,Statistics,10,2022,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,2022,SANTA BARBARA CITY,San Diego
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,10,2022,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,8,2022,SANTA BARBARA CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2022,SANTA BARBARA CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2022,SANTA BARBARA CITY,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,8,2022,SANTA BARBARA CITY,Santa Barbara
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2022,SANTA BARBARA CITY,Santa Cruz
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2022,SANTA BARBARA CITY,Berkeley
PHYSICAL SCIENCES,Chemistry,4,2022,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,8,2022,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Physics,3,2022,SANTA BARBARA CITY,Berkeley
PHYSICAL SCIENCES,Physics,6,2022,SANTA BARBARA CITY,Santa Barbara
PSYCHOLOGY,"Psychology, General",5,2022,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,"Psychology, General",9,2022,SANTA BARBARA CITY,Santa Cruz
PSYCHOLOGY,"Psychology, General",7,2022,SANTA BARBARA CITY,San Diego
PSYCHOLOGY,Research and Experimental Psychology,3,2022,SANTA BARBARA CITY,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,4,2022,SANTA BARBARA CITY,Davis
PSYCHOLOGY,Research and Experimental Psychology,22,2022,SANTA BARBARA CITY,Santa Barbara
PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,Community Organization and Advocacy,5,2022,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Anthropology,4,2022,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Anthropology,8,2022,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,5,2022,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Criminology,4,2022,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Economics,4,2022,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Economics,3,2022,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Economics,3,2022,SANTA BARBARA CITY,Riverside
SOCIAL SCIENCES,Economics,54,2022,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,3,2022,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Economics,8,2022,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,3,2022,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,3,2022,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Political Science and Government,4,2022,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,14,2022,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,5,2022,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Political Science and Government,4,2022,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Sociology,4,2022,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Sociology,6,2022,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,44,2022,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,5,2022,SANTA BARBARA CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,2022,SANTA BARBARA CITY,Davis
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2022,SANTA BARBARA CITY,Irvine
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,10,2022,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2022,SANTA BARBARA CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2022,SANTA BARBARA CITY,Davis
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,10,2022,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,4,2022,SANTA BARBARA CITY,Santa Cruz
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",4,2023,SANTA BARBARA CITY,Los Angeles
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2023,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2023,SANTA BARBARA CITY,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",32,2023,SANTA BARBARA CITY,Santa Barbara
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,2023,SANTA BARBARA CITY,Riverside
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2023,SANTA BARBARA CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,2023,SANTA BARBARA CITY,Davis
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,105,2023,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,2023,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2023,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,Computer Engineering,3,2023,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2023,SANTA BARBARA CITY,San Diego
ENGINEERING,Mechanical Engineering,3,2023,SANTA BARBARA CITY,Irvine
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2023,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2023,SANTA BARBARA CITY,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",9,2023,SANTA BARBARA CITY,Santa Barbara
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,3,2023,SANTA BARBARA CITY,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",8,2023,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,2023,SANTA BARBARA CITY,Santa Cruz
HISTORY,History,6,2023,SANTA BARBARA CITY,Los Angeles
HISTORY,History,7,2023,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,5,2023,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Statistics,7,2023,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,10,2023,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,2023,SANTA BARBARA CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2023,SANTA BARBARA CITY,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,21,2023,SANTA BARBARA CITY,Santa Barbara
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,5,2023,SANTA BARBARA CITY,Santa Cruz
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2023,SANTA BARBARA CITY,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2023,SANTA BARBARA CITY,Los Angeles
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,6,2023,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Chemistry,4,2023,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,6,2023,SANTA BARBARA CITY,Santa Cruz
PSYCHOLOGY,"Psychology, General",5,2023,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,"Psychology, General",3,2023,SANTA BARBARA CITY,Santa Cruz
PSYCHOLOGY,"Psychology, General",6,2023,SANTA BARBARA CITY,San Diego
PSYCHOLOGY,Research and Experimental Psychology,29,2023,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,4,2023,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Anthropology,8,2023,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,3,2023,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Criminology,3,2023,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Economics,3,2023,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Economics,3,2023,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Economics,61,2023,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,6,2023,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,3,2023,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,16,2023,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,3,2023,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Sociology,4,2023,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Sociology,7,2023,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,49,2023,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,5,2023,SANTA BARBARA CITY,San Diego
VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,2023,SANTA BARBARA CITY,Davis
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,5,2023,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,20,2023,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,4,2023,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,11,2023,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,"Visual and Performing Arts, General",3,2023,SANTA BARBARA CITY,San Diego
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",19,2024,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2024,SANTA BARBARA CITY,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,2024,SANTA BARBARA CITY,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2024,SANTA BARBARA CITY,Santa Cruz
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,5,2024,SANTA BARBARA CITY,San Diego
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,158,2024,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,12,2024,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2024,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,Chemical Engineering,4,2024,SANTA BARBARA CITY,Santa Barbara
ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,2024,SANTA BARBARA CITY,Berkeley
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2024,SANTA BARBARA CITY,Santa Barbara
ENGINEERING,Mechanical Engineering,6,2024,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,2024,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,2024,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",6,2024,SANTA BARBARA CITY,Santa Barbara
HISTORY,History,3,2024,SANTA BARBARA CITY,Los Angeles
HISTORY,History,8,2024,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Statistics,12,2024,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,2024,SANTA BARBARA CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,7,2024,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,2024,SANTA BARBARA CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,5,2024,SANTA BARBARA CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,21,2024,SANTA BARBARA CITY,Santa Barbara
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2024,SANTA BARBARA CITY,Santa Cruz
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,2024,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Chemistry,9,2024,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,5,2024,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,5,2024,SANTA BARBARA CITY,Santa Cruz
PSYCHOLOGY,"Psychology, General",10,2024,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,"Psychology, General",7,2024,SANTA BARBARA CITY,San Diego
PSYCHOLOGY,Research and Experimental Psychology,3,2024,SANTA BARBARA CITY,Davis
PSYCHOLOGY,Research and Experimental Psychology,5,2024,SANTA BARBARA CITY,Irvine
PSYCHOLOGY,Research and Experimental Psychology,50,2024,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,14,2024,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,4,2024,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Economics,6,2024,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Economics,81,2024,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,3,2024,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Economics,5,2024,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,8,2024,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,6,2024,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,14,2024,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,7,2024,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Sociology,9,2024,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,47,2024,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,5,2024,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Sociology,3,2024,SANTA BARBARA CITY,San Diego
VISUAL AND PERFORMING ARTS,Design and Applied Arts,5,2024,SANTA BARBARA CITY,Davis
VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,3,2024,SANTA BARBARA CITY,Irvine
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,6,2024,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2024,SANTA BARBARA CITY,Irvine
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,5,2024,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,13,2024,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,4,2024,SANTA BARBARA CITY,Santa Cruz
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",Area Studies,20,2013,SANTA MONICA,Los Angeles
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",38,2013,SANTA MONICA,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",9,2013,SANTA MONICA,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2013,SANTA MONICA,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2013,SANTA MONICA,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2013,SANTA MONICA,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",6,2013,SANTA MONICA,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,2013,SANTA MONICA,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",12,2013,SANTA MONICA,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2013,SANTA MONICA,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,23,2013,SANTA MONICA,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,5,2013,SANTA MONICA,San Diego
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,13,2013,SANTA MONICA,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,15,2013,SANTA MONICA,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,11,2013,SANTA MONICA,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,2013,SANTA MONICA,Irvine
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2013,SANTA MONICA,San Diego
ENGINEERING,Computer Engineering,3,2013,SANTA MONICA,Irvine
ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,2013,SANTA MONICA,San Diego
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,2013,SANTA MONICA,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",20,2013,SANTA MONICA,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2013,SANTA MONICA,Riverside
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",5,2013,SANTA MONICA,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",13,2013,SANTA MONICA,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2013,SANTA MONICA,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",28,2013,SANTA MONICA,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2013,SANTA MONICA,Santa Cruz
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",6,2013,SANTA MONICA,Los Angeles
