field,major,enrolls,year,cc_name,uc_campus
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",5,2017,SANTA BARBARA CITY,Santa Barbara
HISTORY,History,3,2017,SANTA BARBARA CITY,Berkeley
HISTORY,History,3,2017,SANTA BARBARA CITY,Los Angeles
HISTORY,History,5,2017,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,8,2017,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,5,2017,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Statistics,4,2017,SANTA BARBARA CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,2017,SANTA BARBARA CITY,Irvine
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,22,2017,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,5,2017,SANTA BARBARA CITY,San Diego
MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",4,2017,SANTA BARBARA CITY,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,2017,SANTA BARBARA CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,7,2017,SANTA BARBARA CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,16,2017,SANTA BARBARA CITY,Santa Barbara
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,2017,SANTA BARBARA CITY,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2017,SANTA BARBARA CITY,Los Angeles
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,7,2017,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,4,2017,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Physics,9,2017,SANTA BARBARA CITY,Santa Barbara
PSYCHOLOGY,"Psychology, General",6,2017,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,"Psychology, General",3,2017,SANTA BARBARA CITY,San Diego
PSYCHOLOGY,Research and Experimental Psychology,71,2017,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,6,2017,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,3,2017,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Economics,20,2017,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Economics,4,2017,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Economics,63,2017,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,8,2017,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,4,2017,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Geography and Cartography,7,2017,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,4,2017,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Political Science and Government,4,2017,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,16,2017,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,6,2017,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Sociology,3,2017,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Sociology,8,2017,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,31,2017,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,9,2017,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2017,SANTA BARBARA CITY,Los Angeles
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,6,2017,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Music,3,2017,SANTA BARBARA CITY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2018,SANTA BARBARA CITY,Irvine
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",19,2018,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Ecology, Evolution, Systematics, and Population Biology",4,2018,SANTA BARBARA CITY,Santa Cruz
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,2018,SANTA BARBARA CITY,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,2018,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,2018,SANTA BARBARA CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,2018,SANTA BARBARA CITY,Davis
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,93,2018,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2018,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2018,SANTA BARBARA CITY,Irvine
ENGINEERING,Computer Engineering,3,2018,SANTA BARBARA CITY,Merced
ENGINEERING,Mechanical Engineering,3,2018,SANTA BARBARA CITY,Merced
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2018,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",9,2018,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",4,2018,SANTA BARBARA CITY,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",5,2018,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,2018,SANTA BARBARA CITY,Santa Cruz
HISTORY,History,9,2018,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2018,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,3,2018,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Statistics,5,2018,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,2018,SANTA BARBARA CITY,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,17,2018,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,2018,SANTA BARBARA CITY,San Diego
MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,2018,SANTA BARBARA CITY,Los Angeles
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,18,2018,SANTA BARBARA CITY,Santa Barbara
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2018,SANTA BARBARA CITY,Los Angeles
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,2018,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Chemistry,5,2018,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,3,2018,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Physics,11,2018,SANTA BARBARA CITY,Santa Barbara
PSYCHOLOGY,"Psychology, General",4,2018,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,Research and Experimental Psychology,6,2018,SANTA BARBARA CITY,Davis
PSYCHOLOGY,Research and Experimental Psychology,3,2018,SANTA BARBARA CITY,Irvine
PSYCHOLOGY,Research and Experimental Psychology,42,2018,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,8,2018,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,8,2018,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Economics,9,2018,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Economics,3,2018,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Economics,60,2018,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,9,2018,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,3,2018,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Geography and Cartography,7,2018,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,6,2018,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Political Science and Government,19,2018,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,3,2018,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Political Science and Government,7,2018,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Sociology,4,2018,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Sociology,5,2018,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,29,2018,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,5,2018,SANTA BARBARA CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,3,2018,SANTA BARBARA CITY,Irvine
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,9,2018,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,7,2018,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",12,2019,SANTA BARBARA CITY,Santa Barbara
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,2019,SANTA BARBARA CITY,San Diego
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2019,SANTA BARBARA CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,103,2019,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2019,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2019,SANTA BARBARA CITY,Santa Barbara
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2019,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,Chemical Engineering,7,2019,SANTA BARBARA CITY,Santa Barbara
ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,2019,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2019,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",12,2019,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",3,2019,SANTA BARBARA CITY,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",5,2019,SANTA BARBARA CITY,Santa Cruz
HISTORY,History,6,2019,SANTA BARBARA CITY,Los Angeles
HISTORY,History,13,2019,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2019,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,8,2019,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Statistics,4,2019,SANTA BARBARA CITY,Los Angeles
MATHEMATICS AND STATISTICS,Statistics,3,2019,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,20,2019,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,10,2019,SANTA BARBARA CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,6,2019,SANTA BARBARA CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,28,2019,SANTA BARBARA CITY,Santa Barbara
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,6,2019,SANTA BARBARA CITY,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,2019,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Chemistry,3,2019,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,8,2019,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Physics,8,2019,SANTA BARBARA CITY,Santa Barbara
PSYCHOLOGY,"Psychology, General",3,2019,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,Research and Experimental Psychology,3,2019,SANTA BARBARA CITY,Davis
PSYCHOLOGY,Research and Experimental Psychology,3,2019,SANTA BARBARA CITY,Irvine
PSYCHOLOGY,Research and Experimental Psychology,21,2019,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,11,2019,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,8,2019,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Economics,80,2019,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,4,2019,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Economics,11,2019,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,7,2019,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,6,2019,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Political Science and Government,3,2019,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,8,2019,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,3,2019,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Sociology,5,2019,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Sociology,9,2019,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,41,2019,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,4,2019,SANTA BARBARA CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2019,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,8,2019,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2019,SANTA BARBARA CITY,Santa Cruz
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2019,SANTA BARBARA CITY,Los Angeles
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,14,2019,SANTA BARBARA CITY,Santa Barbara
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",4,2020,SANTA BARBARA CITY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",27,2020,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",3,2020,SANTA BARBARA CITY,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,Zoology/Animal Biology,3,2020,SANTA BARBARA CITY,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,2020,SANTA BARBARA CITY,Davis
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,2020,SANTA BARBARA CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,2020,SANTA BARBARA CITY,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,75,2020,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,2020,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,8,2020,SANTA BARBARA CITY,Irvine
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2020,SANTA BARBARA CITY,Los Angeles
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,7,2020,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,2020,SANTA BARBARA CITY,Los Angeles
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2020,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,Mechanical Engineering,4,2020,SANTA BARBARA CITY,Davis
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2020,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,2020,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","East Asian Languages, Literatures, and Linguistics",4,2020,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2020,SANTA BARBARA CITY,Los Angeles
HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,4,2020,SANTA BARBARA CITY,San Diego
HISTORY,History,7,2020,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2020,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2020,SANTA BARBARA CITY,San Diego
MATHEMATICS AND STATISTICS,Mathematics,3,2020,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,3,2020,SANTA BARBARA CITY,San Diego
MATHEMATICS AND STATISTICS,Statistics,3,2020,SANTA BARBARA CITY,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,2020,SANTA BARBARA CITY,Irvine
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,2020,SANTA BARBARA CITY,Riverside
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,14,2020,SANTA BARBARA CITY,Santa Barbara
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,4,2020,SANTA BARBARA CITY,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,15,2020,SANTA BARBARA CITY,Santa Barbara
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,5,2020,SANTA BARBARA CITY,Berkeley
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,7,2020,SANTA BARBARA CITY,Los Angeles
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2020,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Chemistry,5,2020,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,4,2020,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Physics,5,2020,SANTA BARBARA CITY,Santa Barbara
PSYCHOLOGY,"Psychology, General",7,2020,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,Research and Experimental Psychology,4,2020,SANTA BARBARA CITY,Irvine
PSYCHOLOGY,Research and Experimental Psychology,17,2020,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,3,2020,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Anthropology,8,2020,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,5,2020,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Criminology,4,2020,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Economics,3,2020,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Economics,6,2020,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Economics,3,2020,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Economics,6,2020,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Economics,58,2020,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Economics,3,2020,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Economics,5,2020,SANTA BARBARA CITY,San Diego
SOCIAL SCIENCES,Geography and Cartography,3,2020,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Political Science and Government,6,2020,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Political Science and Government,15,2020,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,7,2020,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Sociology,4,2020,SANTA BARBARA CITY,Davis
SOCIAL SCIENCES,Sociology,10,2020,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Sociology,4,2020,SANTA BARBARA CITY,Riverside
SOCIAL SCIENCES,Sociology,48,2020,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Sociology,4,2020,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Sociology,3,2020,SANTA BARBARA CITY,San Diego
VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,3,2020,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2020,SANTA BARBARA CITY,Berkeley
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,2020,SANTA BARBARA CITY,Irvine
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,2020,SANTA BARBARA CITY,Riverside
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,18,2020,SANTA BARBARA CITY,Santa Barbara
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,2020,SANTA BARBARA CITY,Los Angeles
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,8,2020,SANTA BARBARA CITY,Santa Barbara
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",5,2021,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",20,2021,SANTA BARBARA CITY,Santa Barbara
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,2021,SANTA BARBARA CITY,Santa Cruz
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2021,SANTA BARBARA CITY,San Diego
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2021,SANTA BARBARA CITY,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Ecology, Evolution, Systematics, and Population Biology",3,2021,SANTA BARBARA CITY,Santa Cruz
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2021,SANTA BARBARA CITY,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,4,2021,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,2021,SANTA BARBARA CITY,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2021,SANTA BARBARA CITY,Los Angeles
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,119,2021,SANTA BARBARA CITY,Santa Barbara
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,8,2021,SANTA BARBARA CITY,San Diego
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2021,SANTA BARBARA CITY,Santa Barbara
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,8,2021,SANTA BARBARA CITY,Santa Cruz
ENGINEERING,Mechanical Engineering,3,2021,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2021,SANTA BARBARA CITY,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,2021,SANTA BARBARA CITY,Santa Barbara
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2021,SANTA BARBARA CITY,Los Angeles
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2021,SANTA BARBARA CITY,Santa Cruz
HISTORY,History,3,2021,SANTA BARBARA CITY,Los Angeles
HISTORY,History,9,2021,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Applied Mathematics,4,2021,SANTA BARBARA CITY,Los Angeles
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2021,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Mathematics,6,2021,SANTA BARBARA CITY,Santa Barbara
MATHEMATICS AND STATISTICS,Statistics,6,2021,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,5,2021,SANTA BARBARA CITY,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,11,2021,SANTA BARBARA CITY,Santa Barbara
MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,9,2021,SANTA BARBARA CITY,San Diego
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,16,2021,SANTA BARBARA CITY,Santa Barbara
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2021,SANTA BARBARA CITY,Santa Cruz
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,2021,SANTA BARBARA CITY,Los Angeles
PHYSICAL SCIENCES,Chemistry,3,2021,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,5,2021,SANTA BARBARA CITY,Santa Barbara
PHYSICAL SCIENCES,Geological and Earth Sciences/Geosciences,3,2021,SANTA BARBARA CITY,Santa Cruz
PHYSICAL SCIENCES,Physics,9,2021,SANTA BARBARA CITY,Santa Barbara
PSYCHOLOGY,"Psychology, General",3,2021,SANTA BARBARA CITY,Irvine
PSYCHOLOGY,"Psychology, General",13,2021,SANTA BARBARA CITY,Los Angeles
PSYCHOLOGY,"Psychology, General",5,2021,SANTA BARBARA CITY,San Diego
PSYCHOLOGY,Research and Experimental Psychology,3,2021,SANTA BARBARA CITY,Davis
PSYCHOLOGY,Research and Experimental Psychology,3,2021,SANTA BARBARA CITY,Irvine
PSYCHOLOGY,Research and Experimental Psychology,28,2021,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,3,2021,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Anthropology,3,2021,SANTA BARBARA CITY,Los Angeles
SOCIAL SCIENCES,Anthropology,14,2021,SANTA BARBARA CITY,Santa Barbara
SOCIAL SCIENCES,Anthropology,3,2021,SANTA BARBARA CITY,Santa Cruz
SOCIAL SCIENCES,Criminology,3,2021,SANTA BARBARA CITY,Irvine
SOCIAL SCIENCES,Economics,3,2021,SANTA BARBARA CITY,Berkeley
SOCIAL SCIENCES,Economics,8,2021,SANTA BARBARA CITY,Davis
