Year,UC,Field,Major,Enrolls,CC
2022-23,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,7,SACRAMENTO CITY COLLEGE
2022-23,UCD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,SACRAMENTO CITY COLLEGE
2022-23,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,6,SACRAMENTO CITY COLLEGE
2022-23,UCD,ENGINEERING,Computer Engineering,3,SACRAMENTO CITY COLLEGE
2022-23,UCD,ENGINEERING,Mechanical Engineering,3,SACRAMENTO CITY COLLEGE
2022-23,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SACRAMENTO CITY COLLEGE
2022-23,UCD,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SACRAMENTO CITY COLLEGE
2022-23,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",5,SACRAMENTO CITY COLLEGE
2022-23,UCD,MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,5,SACRAMENTO CITY COLLEGE
2022-23,UCB,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,SACRAMENTO CITY COLLEGE
2022-23,UCD,PSYCHOLOGY,Research and Experimental Psychology,17,SACRAMENTO CITY COLLEGE
2022-23,UCD,SOCIAL SCIENCES,Economics,7,SACRAMENTO CITY COLLEGE
2022-23,UCD,SOCIAL SCIENCES,International Relations and National Security Studies,3,SACRAMENTO CITY COLLEGE
2022-23,UCB,SOCIAL SCIENCES,Political Science and Government,6,SACRAMENTO CITY COLLEGE
2022-23,UCD,SOCIAL SCIENCES,Political Science and Government,4,SACRAMENTO CITY COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Political Science and Government,3,SACRAMENTO CITY COLLEGE
2022-23,UCD,SOCIAL SCIENCES,Sociology,5,SACRAMENTO CITY COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Sociology,5,SACRAMENTO CITY COLLEGE
2022-23,UCD,VISUAL AND PERFORMING ARTS,Design and Applied Arts,5,SACRAMENTO CITY COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,SACRAMENTO CITY COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",8,SACRAMENTO CITY COLLEGE
2023-24,UCB,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,SACRAMENTO CITY COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,6,SACRAMENTO CITY COLLEGE
2023-24,UCD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",5,SACRAMENTO CITY COLLEGE
2023-24,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,SACRAMENTO CITY COLLEGE
2023-24,UCD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,SACRAMENTO CITY COLLEGE
2023-24,UCD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,SACRAMENTO CITY COLLEGE
2023-24,UCD,ENGINEERING,Computer Engineering,5,SACRAMENTO CITY COLLEGE
2023-24,UCD,ENGINEERING,Mechanical Engineering,3,SACRAMENTO CITY COLLEGE
2023-24,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SACRAMENTO CITY COLLEGE
2023-24,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,SACRAMENTO CITY COLLEGE
2023-24,UCD,HISTORY,History,4,SACRAMENTO CITY COLLEGE
2023-24,UCD,MATHEMATICS AND STATISTICS,Statistics,5,SACRAMENTO CITY COLLEGE
2023-24,UCD,PSYCHOLOGY,Research and Experimental Psychology,14,SACRAMENTO CITY COLLEGE
2023-24,UCI,PSYCHOLOGY,Research and Experimental Psychology,3,SACRAMENTO CITY COLLEGE
2023-24,UCB,SOCIAL SCIENCES,Anthropology,3,SACRAMENTO CITY COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Anthropology,3,SACRAMENTO CITY COLLEGE
2023-24,UCI,SOCIAL SCIENCES,Criminology,3,SACRAMENTO CITY COLLEGE
2023-24,UCB,SOCIAL SCIENCES,Economics,3,SACRAMENTO CITY COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Economics,5,SACRAMENTO CITY COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Political Science and Government,3,SACRAMENTO CITY COLLEGE
2023-24,UCSB,SOCIAL SCIENCES,Political Science and Government,4,SACRAMENTO CITY COLLEGE
2023-24,UCSD,SOCIAL SCIENCES,Political Science and Government,4,SACRAMENTO CITY COLLEGE
2023-24,UCD,SOCIAL SCIENCES,Sociology,7,SACRAMENTO CITY COLLEGE
2023-24,UCD,VISUAL AND PERFORMING ARTS,Design and Applied Arts,4,SACRAMENTO CITY COLLEGE
2023-24,UCD,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,SACRAMENTO CITY COLLEGE
2012-13,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",Area Studies,4,SADDLEBACK COLLEGE
2012-13,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,SADDLEBACK COLLEGE
2012-13,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",11,SADDLEBACK COLLEGE
2012-13,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,SADDLEBACK COLLEGE
2012-13,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,9,SADDLEBACK COLLEGE
2012-13,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,SADDLEBACK COLLEGE
2012-13,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,SADDLEBACK COLLEGE
2012-13,UCI,ENGINEERING,Biomedical/Medical Engineering,3,SADDLEBACK COLLEGE
2012-13,UCSD,ENGINEERING,Chemical Engineering,3,SADDLEBACK COLLEGE
2012-13,UCI,ENGINEERING,Mechanical Engineering,4,SADDLEBACK COLLEGE
2012-13,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SADDLEBACK COLLEGE
2012-13,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,SADDLEBACK COLLEGE
2012-13,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,SADDLEBACK COLLEGE
2012-13,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,SADDLEBACK COLLEGE
2012-13,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,3,SADDLEBACK COLLEGE
2012-13,UCI,HISTORY,History,5,SADDLEBACK COLLEGE
2012-13,UCLA,HISTORY,History,4,SADDLEBACK COLLEGE
2012-13,UCI,MATHEMATICS AND STATISTICS,Mathematics,3,SADDLEBACK COLLEGE
2012-13,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,SADDLEBACK COLLEGE
2012-13,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,SADDLEBACK COLLEGE
2012-13,UCD,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,SADDLEBACK COLLEGE
2012-13,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,7,SADDLEBACK COLLEGE
2012-13,UCLA,PHYSICAL SCIENCES,Chemistry,3,SADDLEBACK COLLEGE
2012-13,UCSB,PHYSICAL SCIENCES,Chemistry,7,SADDLEBACK COLLEGE
2012-13,UCI,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2012-13,UCLA,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2012-13,UCSB,PSYCHOLOGY,"Psychology, General",8,SADDLEBACK COLLEGE
2012-13,UCI,PSYCHOLOGY,Research and Experimental Psychology,17,SADDLEBACK COLLEGE
2012-13,UCLA,SOCIAL SCIENCES,Anthropology,8,SADDLEBACK COLLEGE
2012-13,UCI,SOCIAL SCIENCES,Criminology,6,SADDLEBACK COLLEGE
2012-13,UCSB,SOCIAL SCIENCES,Economics,10,SADDLEBACK COLLEGE
2012-13,UCLA,SOCIAL SCIENCES,Geography and Cartography,5,SADDLEBACK COLLEGE
2012-13,UCI,SOCIAL SCIENCES,Political Science and Government,7,SADDLEBACK COLLEGE
2012-13,UCLA,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2012-13,UCSB,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2012-13,UCB,SOCIAL SCIENCES,"Social Sciences, Other",3,SADDLEBACK COLLEGE
2012-13,UCI,VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,4,SADDLEBACK COLLEGE
2013-14,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",6,SADDLEBACK COLLEGE
2013-14,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",9,SADDLEBACK COLLEGE
2013-14,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,SADDLEBACK COLLEGE
2013-14,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,SADDLEBACK COLLEGE
2013-14,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,SADDLEBACK COLLEGE
2013-14,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,SADDLEBACK COLLEGE
2013-14,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,SADDLEBACK COLLEGE
2013-14,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,SADDLEBACK COLLEGE
2013-14,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,SADDLEBACK COLLEGE
2013-14,UCI,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Journalism,4,SADDLEBACK COLLEGE
2013-14,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,SADDLEBACK COLLEGE
2013-14,UCSD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,SADDLEBACK COLLEGE
2013-14,UCI,ENGINEERING,Computer Engineering,3,SADDLEBACK COLLEGE
2013-14,UCSD,ENGINEERING,"Electrical, Electronics, and Communications Engineering",5,SADDLEBACK COLLEGE
2013-14,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,SADDLEBACK COLLEGE
2013-14,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,SADDLEBACK COLLEGE
2013-14,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,SADDLEBACK COLLEGE
2013-14,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",4,SADDLEBACK COLLEGE
2013-14,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,SADDLEBACK COLLEGE
2013-14,UCSC,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,5,SADDLEBACK COLLEGE
2013-14,UCI,PHYSICAL SCIENCES,Chemistry,6,SADDLEBACK COLLEGE
2013-14,UCSD,PHYSICAL SCIENCES,Chemistry,3,SADDLEBACK COLLEGE
2013-14,UCI,PSYCHOLOGY,"Psychology, General",8,SADDLEBACK COLLEGE
2013-14,UCR,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2013-14,UCSB,PSYCHOLOGY,"Psychology, General",7,SADDLEBACK COLLEGE
2013-14,UCSD,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2013-14,UCI,PSYCHOLOGY,Research and Experimental Psychology,17,SADDLEBACK COLLEGE
2013-14,UCLA,SOCIAL SCIENCES,Anthropology,4,SADDLEBACK COLLEGE
2013-14,UCI,SOCIAL SCIENCES,Criminology,3,SADDLEBACK COLLEGE
2013-14,UCB,SOCIAL SCIENCES,Economics,3,SADDLEBACK COLLEGE
2013-14,UCSB,SOCIAL SCIENCES,Economics,5,SADDLEBACK COLLEGE
2013-14,UCSD,SOCIAL SCIENCES,Economics,3,SADDLEBACK COLLEGE
2013-14,UCLA,SOCIAL SCIENCES,Geography and Cartography,3,SADDLEBACK COLLEGE
2013-14,UCB,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2013-14,UCD,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2013-14,UCI,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2013-14,UCLA,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2013-14,UCSD,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2013-14,UCB,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2013-14,UCD,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2013-14,UCI,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2013-14,UCI,VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,SADDLEBACK COLLEGE
2014-15,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,SADDLEBACK COLLEGE
2014-15,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,SADDLEBACK COLLEGE
2014-15,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",11,SADDLEBACK COLLEGE
2014-15,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,SADDLEBACK COLLEGE
2014-15,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,SADDLEBACK COLLEGE
2014-15,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,9,SADDLEBACK COLLEGE
2014-15,UCSD,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,SADDLEBACK COLLEGE
2014-15,UCI,ENGINEERING,Computer Engineering,4,SADDLEBACK COLLEGE
2014-15,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,SADDLEBACK COLLEGE
2014-15,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,SADDLEBACK COLLEGE
2014-15,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,SADDLEBACK COLLEGE
2014-15,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,SADDLEBACK COLLEGE
2014-15,UCSC,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,SADDLEBACK COLLEGE
2014-15,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2014-15,UCI,HISTORY,History,3,SADDLEBACK COLLEGE
2014-15,UCLA,HISTORY,History,4,SADDLEBACK COLLEGE
2014-15,UCSC,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,SADDLEBACK COLLEGE
2014-15,UCI,PHYSICAL SCIENCES,Chemistry,3,SADDLEBACK COLLEGE
2014-15,UCI,PSYCHOLOGY,"Psychology, General",7,SADDLEBACK COLLEGE
2014-15,UCLA,PSYCHOLOGY,"Psychology, General",3,SADDLEBACK COLLEGE
2014-15,UCSB,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2014-15,UCSD,PSYCHOLOGY,"Psychology, General",3,SADDLEBACK COLLEGE
2014-15,UCI,PSYCHOLOGY,Research and Experimental Psychology,27,SADDLEBACK COLLEGE
2014-15,UCI,SOCIAL SCIENCES,Criminology,4,SADDLEBACK COLLEGE
2014-15,UCD,SOCIAL SCIENCES,Economics,4,SADDLEBACK COLLEGE
2014-15,UCSB,SOCIAL SCIENCES,Economics,7,SADDLEBACK COLLEGE
2014-15,UCLA,SOCIAL SCIENCES,Geography and Cartography,4,SADDLEBACK COLLEGE
2014-15,UCI,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2014-15,UCLA,SOCIAL SCIENCES,Political Science and Government,6,SADDLEBACK COLLEGE
2014-15,UCSB,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2014-15,UCSD,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2014-15,UCI,SOCIAL SCIENCES,Sociology,4,SADDLEBACK COLLEGE
2014-15,UCSB,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2014-15,UCI,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,SADDLEBACK COLLEGE
2014-15,UCB,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,SADDLEBACK COLLEGE
2014-15,UCI,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,4,SADDLEBACK COLLEGE
2015-16,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",6,SADDLEBACK COLLEGE
2015-16,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,12,SADDLEBACK COLLEGE
2015-16,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,SADDLEBACK COLLEGE
2015-16,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,SADDLEBACK COLLEGE
2015-16,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,SADDLEBACK COLLEGE
2015-16,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,SADDLEBACK COLLEGE
2015-16,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,7,SADDLEBACK COLLEGE
2015-16,UCSD,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,4,SADDLEBACK COLLEGE
2015-16,UCB,HISTORY,History,3,SADDLEBACK COLLEGE
2015-16,UCLA,HISTORY,History,5,SADDLEBACK COLLEGE
2015-16,UCLA,MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,SADDLEBACK COLLEGE
2015-16,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,SADDLEBACK COLLEGE
2015-16,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",7,SADDLEBACK COLLEGE
2015-16,UCB,MULTI/INTERDISCIPLINARY STUDIES,Peace Studies and Conflict Resolution,3,SADDLEBACK COLLEGE
2015-16,UCI,PHYSICAL SCIENCES,Chemistry,4,SADDLEBACK COLLEGE
2015-16,UCSD,PHYSICAL SCIENCES,Chemistry,3,SADDLEBACK COLLEGE
2015-16,UCI,PSYCHOLOGY,"Psychology, General",5,SADDLEBACK COLLEGE
2015-16,UCLA,PSYCHOLOGY,"Psychology, General",3,SADDLEBACK COLLEGE
2015-16,UCI,PSYCHOLOGY,Research and Experimental Psychology,10,SADDLEBACK COLLEGE
2015-16,UCSB,PSYCHOLOGY,Research and Experimental Psychology,6,SADDLEBACK COLLEGE
2015-16,UCI,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2015-16,UCLA,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2015-16,UCI,SOCIAL SCIENCES,Criminology,7,SADDLEBACK COLLEGE
2015-16,UCSB,SOCIAL SCIENCES,Economics,7,SADDLEBACK COLLEGE
2015-16,UCSD,SOCIAL SCIENCES,Economics,6,SADDLEBACK COLLEGE
2015-16,UCB,SOCIAL SCIENCES,Geography and Cartography,3,SADDLEBACK COLLEGE
2015-16,UCB,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2015-16,UCI,SOCIAL SCIENCES,Political Science and Government,6,SADDLEBACK COLLEGE
2015-16,UCLA,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2015-16,UCI,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2015-16,UCLA,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2016-17,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",7,SADDLEBACK COLLEGE
2016-17,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,SADDLEBACK COLLEGE
2016-17,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,SADDLEBACK COLLEGE
2016-17,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,SADDLEBACK COLLEGE
2016-17,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,SADDLEBACK COLLEGE
2016-17,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,SADDLEBACK COLLEGE
2016-17,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,SADDLEBACK COLLEGE
2016-17,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,9,SADDLEBACK COLLEGE
2016-17,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,SADDLEBACK COLLEGE
2016-17,UCI,ENGINEERING,Biomedical/Medical Engineering,4,SADDLEBACK COLLEGE
2016-17,UCI,ENGINEERING,Computer Engineering,4,SADDLEBACK COLLEGE
2016-17,UCLA,ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,SADDLEBACK COLLEGE
2016-17,UCI,ENGINEERING,Mechanical Engineering,6,SADDLEBACK COLLEGE
2016-17,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",11,SADDLEBACK COLLEGE
2016-17,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,SADDLEBACK COLLEGE
2016-17,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2016-17,UCSB,HISTORY,History,3,SADDLEBACK COLLEGE
2016-17,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,SADDLEBACK COLLEGE
2016-17,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",5,SADDLEBACK COLLEGE
2016-17,UCSD,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",6,SADDLEBACK COLLEGE
2016-17,UCI,PHYSICAL SCIENCES,Chemistry,4,SADDLEBACK COLLEGE
2016-17,UCSD,PHYSICAL SCIENCES,Chemistry,4,SADDLEBACK COLLEGE
2016-17,UCSB,PHYSICAL SCIENCES,Physics,4,SADDLEBACK COLLEGE
2016-17,UCI,PSYCHOLOGY,"Psychology, General",9,SADDLEBACK COLLEGE
2016-17,UCLA,PSYCHOLOGY,"Psychology, General",6,SADDLEBACK COLLEGE
2016-17,UCSC,PSYCHOLOGY,"Psychology, General",3,SADDLEBACK COLLEGE
2016-17,UCSD,PSYCHOLOGY,"Psychology, General",3,SADDLEBACK COLLEGE
2016-17,UCI,PSYCHOLOGY,Research and Experimental Psychology,9,SADDLEBACK COLLEGE
2016-17,UCSB,PSYCHOLOGY,Research and Experimental Psychology,6,SADDLEBACK COLLEGE
2016-17,UCSB,SOCIAL SCIENCES,Economics,6,SADDLEBACK COLLEGE
2016-17,UCSD,SOCIAL SCIENCES,Economics,5,SADDLEBACK COLLEGE
2016-17,UCI,SOCIAL SCIENCES,Political Science and Government,7,SADDLEBACK COLLEGE
2016-17,UCLA,SOCIAL SCIENCES,Political Science and Government,7,SADDLEBACK COLLEGE
2016-17,UCSD,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2016-17,UCI,SOCIAL SCIENCES,Sociology,7,SADDLEBACK COLLEGE
2016-17,UCLA,SOCIAL SCIENCES,Sociology,7,SADDLEBACK COLLEGE
2016-17,UCSD,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2016-17,UCI,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,SADDLEBACK COLLEGE
2017-18,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",6,SADDLEBACK COLLEGE
2017-18,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,SADDLEBACK COLLEGE
2017-18,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,SADDLEBACK COLLEGE
2017-18,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,SADDLEBACK COLLEGE
2017-18,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,SADDLEBACK COLLEGE
2017-18,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,6,SADDLEBACK COLLEGE
2017-18,UCSB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,SADDLEBACK COLLEGE
2017-18,UCSD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,SADDLEBACK COLLEGE
2017-18,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,12,SADDLEBACK COLLEGE
2017-18,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,6,SADDLEBACK COLLEGE
2017-18,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,16,SADDLEBACK COLLEGE
2017-18,UCI,EDUCATION,"Education, General",4,SADDLEBACK COLLEGE
2017-18,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,SADDLEBACK COLLEGE
2017-18,UCD,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,SADDLEBACK COLLEGE
2017-18,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2017-18,UCI,HISTORY,History,3,SADDLEBACK COLLEGE
2017-18,UCLA,HISTORY,History,5,SADDLEBACK COLLEGE
