cc_name,uc_campus,year,total_major_enrolls
NAPA VALLEY,Davis,2020,49
NAPA VALLEY,Davis,2021,30
NAPA VALLEY,Davis,2022,34
NAPA VALLEY,Davis,2023,17
NAPA VALLEY,Davis,2024,19
NAPA VALLEY,Irvine,2021,3
NAPA VALLEY,Los Angeles,2015,3
NAPA VALLEY,San Diego,2015,3
NAPA VALLEY,Santa Barbara,2016,3
NAPA VALLEY,Santa Cruz,2020,4
NORCO,Davis,2014,3
NORCO,Irvine,2013,3
NORCO,Irvine,2014,3
NORCO,Irvine,2015,4
NORCO,Irvine,2016,3
NORCO,Irvine,2017,14
NORCO,Irvine,2018,7
NORCO,Irvine,2019,6
NORCO,Irvine,2020,20
NORCO,Irvine,2021,14
NORCO,Irvine,2022,3
NORCO,Los Angeles,2015,4
NORCO,Los Angeles,2017,3
NORCO,Los Angeles,2021,4
NORCO,Los Angeles,2023,7
NORCO,Los Angeles,2024,8
NORCO,Riverside,2013,11
NORCO,Riverside,2014,10
NORCO,Riverside,2015,17
NORCO,Riverside,2016,24
NORCO,Riverside,2017,30
NORCO,Riverside,2018,35
NORCO,Riverside,2019,63
NORCO,Riverside,2020,85
NORCO,Riverside,2021,90
NORCO,Riverside,2022,86
NORCO,Riverside,2023,54
NORCO,Riverside,2024,58
NORCO,San Diego,2016,3
NORCO,San Diego,2017,4
NORCO,San Diego,2021,4
NORCO,Santa Cruz,2019,3
OHLONE,Berkeley,2013,6
OHLONE,Berkeley,2014,12
OHLONE,Berkeley,2015,19
OHLONE,Berkeley,2016,12
OHLONE,Berkeley,2017,19
OHLONE,Berkeley,2018,28
OHLONE,Berkeley,2019,18
OHLONE,Berkeley,2020,31
OHLONE,Berkeley,2021,38
OHLONE,Berkeley,2022,30
OHLONE,Berkeley,2023,26
OHLONE,Berkeley,2024,24
OHLONE,Davis,2013,47
OHLONE,Davis,2014,36
OHLONE,Davis,2015,29
OHLONE,Davis,2016,26
OHLONE,Davis,2017,53
OHLONE,Davis,2018,46
OHLONE,Davis,2019,62
OHLONE,Davis,2020,39
OHLONE,Davis,2021,44
OHLONE,Davis,2022,65
OHLONE,Davis,2023,46
OHLONE,Davis,2024,29
OHLONE,Irvine,2013,6
OHLONE,Irvine,2014,3
OHLONE,Irvine,2015,3
OHLONE,Irvine,2016,3
OHLONE,Irvine,2017,5
OHLONE,Irvine,2018,11
OHLONE,Irvine,2019,13
OHLONE,Irvine,2020,8
OHLONE,Irvine,2021,6
OHLONE,Irvine,2022,15
OHLONE,Irvine,2023,25
OHLONE,Irvine,2024,20
OHLONE,Los Angeles,2013,5
OHLONE,Los Angeles,2014,7
OHLONE,Los Angeles,2015,3
OHLONE,Los Angeles,2016,10
OHLONE,Los Angeles,2017,10
OHLONE,Los Angeles,2018,3
OHLONE,Los Angeles,2019,10
OHLONE,Los Angeles,2020,4
OHLONE,Los Angeles,2021,19
OHLONE,Los Angeles,2022,11
OHLONE,Los Angeles,2023,27
OHLONE,Los Angeles,2024,19
OHLONE,Merced,2022,3
OHLONE,Riverside,2014,3
OHLONE,Riverside,2019,10
OHLONE,Riverside,2020,10
OHLONE,Riverside,2021,9
OHLONE,Riverside,2022,8
OHLONE,Riverside,2023,3
OHLONE,Riverside,2024,3
OHLONE,San Diego,2013,6
OHLONE,San Diego,2014,22
OHLONE,San Diego,2015,19
OHLONE,San Diego,2016,7
OHLONE,San Diego,2017,9
OHLONE,San Diego,2018,19
OHLONE,San Diego,2019,23
OHLONE,San Diego,2020,25
OHLONE,San Diego,2021,21
OHLONE,San Diego,2022,11
OHLONE,San Diego,2023,10
OHLONE,San Diego,2024,12
OHLONE,Santa Barbara,2013,15
OHLONE,Santa Barbara,2014,11
OHLONE,Santa Barbara,2015,10
OHLONE,Santa Barbara,2016,8
OHLONE,Santa Barbara,2017,7
OHLONE,Santa Barbara,2018,10
OHLONE,Santa Barbara,2019,6
OHLONE,Santa Barbara,2020,16
OHLONE,Santa Barbara,2021,14
OHLONE,Santa Barbara,2022,15
OHLONE,Santa Barbara,2023,10
OHLONE,Santa Cruz,2013,7
OHLONE,Santa Cruz,2016,6
OHLONE,Santa Cruz,2017,5
OHLONE,Santa Cruz,2018,7
OHLONE,Santa Cruz,2019,11
OHLONE,Santa Cruz,2020,21
OHLONE,Santa Cruz,2021,12
OHLONE,Santa Cruz,2022,24
OHLONE,Santa Cruz,2023,8
OHLONE,Santa Cruz,2024,9
ORANGE COAST,Berkeley,2013,18
ORANGE COAST,Berkeley,2014,23
ORANGE COAST,Berkeley,2015,25
ORANGE COAST,Berkeley,2016,21
ORANGE COAST,Berkeley,2017,20
ORANGE COAST,Berkeley,2018,24
ORANGE COAST,Berkeley,2019,23
ORANGE COAST,Berkeley,2020,24
ORANGE COAST,Berkeley,2021,41
ORANGE COAST,Berkeley,2022,32
ORANGE COAST,Berkeley,2023,25
ORANGE COAST,Berkeley,2024,16
ORANGE COAST,Davis,2013,3
ORANGE COAST,Davis,2014,7
ORANGE COAST,Davis,2015,3
ORANGE COAST,Davis,2016,3
ORANGE COAST,Davis,2017,4
ORANGE COAST,Davis,2018,4
ORANGE COAST,Davis,2019,3
ORANGE COAST,Davis,2021,3
ORANGE COAST,Davis,2022,3
ORANGE COAST,Davis,2023,10
ORANGE COAST,Irvine,2013,175
ORANGE COAST,Irvine,2014,149
ORANGE COAST,Irvine,2015,150
ORANGE COAST,Irvine,2016,145
ORANGE COAST,Irvine,2017,146
ORANGE COAST,Irvine,2018,203
ORANGE COAST,Irvine,2019,172
ORANGE COAST,Irvine,2020,192
ORANGE COAST,Irvine,2021,157
ORANGE COAST,Irvine,2022,132
ORANGE COAST,Irvine,2023,115
ORANGE COAST,Irvine,2024,161
ORANGE COAST,Los Angeles,2013,97
ORANGE COAST,Los Angeles,2014,72
ORANGE COAST,Los Angeles,2015,68
ORANGE COAST,Los Angeles,2016,42
ORANGE COAST,Los Angeles,2017,52
ORANGE COAST,Los Angeles,2018,45
ORANGE COAST,Los Angeles,2019,43
ORANGE COAST,Los Angeles,2020,41
ORANGE COAST,Los Angeles,2021,62
ORANGE COAST,Los Angeles,2022,54
ORANGE COAST,Los Angeles,2023,56
ORANGE COAST,Los Angeles,2024,68
ORANGE COAST,Merced,2019,3
ORANGE COAST,Riverside,2013,9
ORANGE COAST,Riverside,2014,6
ORANGE COAST,Riverside,2016,3
ORANGE COAST,Riverside,2018,3
ORANGE COAST,Riverside,2019,15
ORANGE COAST,Riverside,2020,12
ORANGE COAST,Riverside,2021,24
ORANGE COAST,Riverside,2022,22
ORANGE COAST,Riverside,2023,13
ORANGE COAST,Riverside,2024,12
ORANGE COAST,San Diego,2013,24
ORANGE COAST,San Diego,2014,51
ORANGE COAST,San Diego,2015,20
ORANGE COAST,San Diego,2016,33
ORANGE COAST,San Diego,2017,36
ORANGE COAST,San Diego,2018,29
ORANGE COAST,San Diego,2019,32
ORANGE COAST,San Diego,2020,19
ORANGE COAST,San Diego,2021,26
ORANGE COAST,San Diego,2022,50
ORANGE COAST,San Diego,2023,39
ORANGE COAST,San Diego,2024,61
ORANGE COAST,Santa Barbara,2013,17
ORANGE COAST,Santa Barbara,2014,21
ORANGE COAST,Santa Barbara,2015,17
ORANGE COAST,Santa Barbara,2016,23
ORANGE COAST,Santa Barbara,2017,21
ORANGE COAST,Santa Barbara,2018,18
ORANGE COAST,Santa Barbara,2019,23
ORANGE COAST,Santa Barbara,2020,17
ORANGE COAST,Santa Barbara,2021,34
ORANGE COAST,Santa Barbara,2022,18
ORANGE COAST,Santa Barbara,2023,32
ORANGE COAST,Santa Barbara,2024,12
ORANGE COAST,Santa Cruz,2013,3
ORANGE COAST,Santa Cruz,2014,3
ORANGE COAST,Santa Cruz,2015,6
ORANGE COAST,Santa Cruz,2017,7
ORANGE COAST,Santa Cruz,2018,5
ORANGE COAST,Santa Cruz,2019,7
ORANGE COAST,Santa Cruz,2020,6
ORANGE COAST,Santa Cruz,2021,13
ORANGE COAST,Santa Cruz,2022,4
ORANGE COAST,Santa Cruz,2024,3
OXNARD,Berkeley,2020,3
OXNARD,Davis,2022,3
OXNARD,Los Angeles,2020,3
OXNARD,Los Angeles,2021,3
OXNARD,Los Angeles,2024,6
OXNARD,Santa Barbara,2014,6
OXNARD,Santa Barbara,2016,3
OXNARD,Santa Barbara,2017,3
OXNARD,Santa Barbara,2018,3
OXNARD,Santa Barbara,2019,9
OXNARD,Santa Barbara,2021,10
OXNARD,Santa Barbara,2022,3
OXNARD,Santa Barbara,2023,4
PALOMAR,Berkeley,2013,6
PALOMAR,Berkeley,2015,10
PALOMAR,Berkeley,2017,3
PALOMAR,Berkeley,2018,3
PALOMAR,Berkeley,2022,5
PALOMAR,Berkeley,2024,4
PALOMAR,Davis,2014,4
PALOMAR,Davis,2015,3
PALOMAR,Davis,2017,4
PALOMAR,Davis,2019,4
PALOMAR,Davis,2022,4
PALOMAR,Davis,2024,3
PALOMAR,Irvine,2014,7
PALOMAR,Irvine,2015,12
PALOMAR,Irvine,2016,6
PALOMAR,Irvine,2017,9
PALOMAR,Irvine,2018,6
PALOMAR,Irvine,2019,3
PALOMAR,Irvine,2020,10
PALOMAR,Irvine,2021,4
PALOMAR,Irvine,2022,9
PALOMAR,Irvine,2023,15
PALOMAR,Irvine,2024,3
PALOMAR,Los Angeles,2013,10
PALOMAR,Los Angeles,2014,3
PALOMAR,Los Angeles,2015,9
PALOMAR,Los Angeles,2018,3
PALOMAR,Los Angeles,2019,13
PALOMAR,Los Angeles,2020,9
PALOMAR,Los Angeles,2021,5
PALOMAR,Los Angeles,2022,9
PALOMAR,Los Angeles,2023,11
PALOMAR,Riverside,2013,8
PALOMAR,Riverside,2015,3
PALOMAR,Riverside,2016,3
PALOMAR,Riverside,2018,7
PALOMAR,Riverside,2019,15
PALOMAR,Riverside,2020,19
PALOMAR,Riverside,2021,9
PALOMAR,Riverside,2022,12
PALOMAR,Riverside,2023,7
PALOMAR,San Diego,2013,108
PALOMAR,San Diego,2014,66
PALOMAR,San Diego,2015,70
PALOMAR,San Diego,2016,69
PALOMAR,San Diego,2017,72
PALOMAR,San Diego,2018,42
PALOMAR,San Diego,2019,50
PALOMAR,San Diego,2020,76
PALOMAR,San Diego,2021,60
PALOMAR,San Diego,2022,62
PALOMAR,San Diego,2023,61
PALOMAR,San Diego,2024,62
PALOMAR,Santa Barbara,2013,8
PALOMAR,Santa Barbara,2014,7
PALOMAR,Santa Barbara,2016,5
PALOMAR,Santa Barbara,2017,6
PALOMAR,Santa Barbara,2019,4
PALOMAR,Santa Barbara,2020,9
PALOMAR,Santa Barbara,2021,6
PALOMAR,Santa Barbara,2022,6
PALOMAR,Santa Barbara,2023,18
PALOMAR,Santa Barbara,2024,9
PALOMAR,Santa Cruz,2013,3
PALOMAR,Santa Cruz,2019,3
PALOMAR,Santa Cruz,2020,3
PALOMAR,Santa Cruz,2022,6
PALOMAR,Santa Cruz,2023,3
PASADENA CITY,Berkeley,2013,31
PASADENA CITY,Berkeley,2014,25
PASADENA CITY,Berkeley,2015,46
PASADENA CITY,Berkeley,2016,54
PASADENA CITY,Berkeley,2017,77
PASADENA CITY,Berkeley,2018,86
PASADENA CITY,Berkeley,2019,56
PASADENA CITY,Berkeley,2020,91
PASADENA CITY,Berkeley,2021,57
PASADENA CITY,Berkeley,2022,118
PASADENA CITY,Berkeley,2023,79
PASADENA CITY,Berkeley,2024,81
PASADENA CITY,Davis,2013,27
PASADENA CITY,Davis,2014,16
PASADENA CITY,Davis,2015,15
PASADENA CITY,Davis,2016,10
PASADENA CITY,Davis,2017,11
PASADENA CITY,Davis,2018,8
PASADENA CITY,Davis,2019,15
PASADENA CITY,Davis,2020,13
PASADENA CITY,Davis,2021,15
PASADENA CITY,Davis,2022,10
PASADENA CITY,Davis,2023,15
PASADENA CITY,Davis,2024,13
PASADENA CITY,Irvine,2013,58
PASADENA CITY,Irvine,2014,51
PASADENA CITY,Irvine,2015,47
PASADENA CITY,Irvine,2016,75
PASADENA CITY,Irvine,2017,98
PASADENA CITY,Irvine,2018,139
PASADENA CITY,Irvine,2019,116
PASADENA CITY,Irvine,2020,146
PASADENA CITY,Irvine,2021,124
PASADENA CITY,Irvine,2022,139
PASADENA CITY,Irvine,2023,77
PASADENA CITY,Irvine,2024,128
PASADENA CITY,Los Angeles,2013,130
PASADENA CITY,Los Angeles,2014,85
PASADENA CITY,Los Angeles,2015,110
PASADENA CITY,Los Angeles,2016,144
PASADENA CITY,Los Angeles,2017,175
PASADENA CITY,Los Angeles,2018,161
PASADENA CITY,Los Angeles,2019,191
PASADENA CITY,Los Angeles,2020,189
PASADENA CITY,Los Angeles,2021,237
PASADENA CITY,Los Angeles,2022,202
PASADENA CITY,Los Angeles,2023,236
PASADENA CITY,Los Angeles,2024,216
PASADENA CITY,Merced,2022,4
PASADENA CITY,Riverside,2013,62
PASADENA CITY,Riverside,2014,39
PASADENA CITY,Riverside,2015,32
PASADENA CITY,Riverside,2016,47
PASADENA CITY,Riverside,2017,28
PASADENA CITY,Riverside,2018,55
PASADENA CITY,Riverside,2019,67
PASADENA CITY,Riverside,2020,80
PASADENA CITY,Riverside,2021,77
PASADENA CITY,Riverside,2022,117
PASADENA CITY,Riverside,2023,45
PASADENA CITY,Riverside,2024,35
PASADENA CITY,San Diego,2013,61
PASADENA CITY,San Diego,2014,97
PASADENA CITY,San Diego,2015,74
PASADENA CITY,San Diego,2016,87
PASADENA CITY,San Diego,2017,75
PASADENA CITY,San Diego,2018,97
PASADENA CITY,San Diego,2019,94
PASADENA CITY,San Diego,2020,94
PASADENA CITY,San Diego,2021,123
PASADENA CITY,San Diego,2022,150
PASADENA CITY,San Diego,2023,88
PASADENA CITY,San Diego,2024,110
PASADENA CITY,Santa Barbara,2013,37
PASADENA CITY,Santa Barbara,2014,32
PASADENA CITY,Santa Barbara,2015,41
PASADENA CITY,Santa Barbara,2016,47
PASADENA CITY,Santa Barbara,2017,46
PASADENA CITY,Santa Barbara,2018,66
PASADENA CITY,Santa Barbara,2019,82
PASADENA CITY,Santa Barbara,2020,67
PASADENA CITY,Santa Barbara,2021,103
PASADENA CITY,Santa Barbara,2022,53
PASADENA CITY,Santa Barbara,2023,58
PASADENA CITY,Santa Barbara,2024,28
PASADENA CITY,Santa Cruz,2014,3
PASADENA CITY,Santa Cruz,2015,3
PASADENA CITY,Santa Cruz,2016,8
PASADENA CITY,Santa Cruz,2017,7
PASADENA CITY,Santa Cruz,2018,7
PASADENA CITY,Santa Cruz,2019,31
PASADENA CITY,Santa Cruz,2020,11
PASADENA CITY,Santa Cruz,2021,25
PASADENA CITY,Santa Cruz,2022,15
PASADENA CITY,Santa Cruz,2023,7
PASADENA CITY,Santa Cruz,2024,8
REEDLEY,Davis,2013,4
REEDLEY,Davis,2015,3
REEDLEY,Davis,2016,8
REEDLEY,Irvine,2015,3
REEDLEY,San Diego,2014,3
REEDLEY,San Diego,2015,8
RIO HONDO,Berkeley,2021,3
RIO HONDO,Berkeley,2023,6
RIO HONDO,Irvine,2014,4
RIO HONDO,Irvine,2015,3
RIO HONDO,Irvine,2017,3
RIO HONDO,Irvine,2018,6
RIO HONDO,Irvine,2019,11
RIO HONDO,Irvine,2020,8
RIO HONDO,Irvine,2021,16
RIO HONDO,Irvine,2022,5
RIO HONDO,Irvine,2023,3
RIO HONDO,Irvine,2024,6
RIO HONDO,Los Angeles,2013,18
RIO HONDO,Los Angeles,2014,4
RIO HONDO,Los Angeles,2015,7
RIO HONDO,Los Angeles,2016,7
RIO HONDO,Los Angeles,2017,13
RIO HONDO,Los Angeles,2018,15
RIO HONDO,Los Angeles,2019,16
RIO HONDO,Los Angeles,2020,11
RIO HONDO,Los Angeles,2021,7
RIO HONDO,Los Angeles,2022,9
RIO HONDO,Los Angeles,2023,16
RIO HONDO,Los Angeles,2024,9
RIO HONDO,Riverside,2013,7
RIO HONDO,Riverside,2015,3
RIO HONDO,Riverside,2017,7
RIO HONDO,Riverside,2018,4
RIO HONDO,Riverside,2019,6
RIO HONDO,Riverside,2020,3
RIO HONDO,Riverside,2021,7
RIO HONDO,Riverside,2022,8
RIO HONDO,Riverside,2024,8
RIO HONDO,San Diego,2014,3
RIO HONDO,San Diego,2018,3
RIO HONDO,San Diego,2020,3
RIO HONDO,Santa Barbara,2017,3
RIO HONDO,Santa Barbara,2022,4
RIO HONDO,Santa Cruz,2019,3
RIO HONDO,Santa Cruz,2021,3
RIVERSIDE CITY,Berkeley,2014,3
RIVERSIDE CITY,Berkeley,2016,3
RIVERSIDE CITY,Berkeley,2017,3
RIVERSIDE CITY,Berkeley,2021,3
RIVERSIDE CITY,Berkeley,2022,3
RIVERSIDE CITY,Berkeley,2023,5
RIVERSIDE CITY,Davis,2013,3
RIVERSIDE CITY,Davis,2015,4
RIVERSIDE CITY,Davis,2016,6
RIVERSIDE CITY,Davis,2017,5
RIVERSIDE CITY,Davis,2019,6
RIVERSIDE CITY,Davis,2020,5
RIVERSIDE CITY,Irvine,2013,16
RIVERSIDE CITY,Irvine,2014,8
RIVERSIDE CITY,Irvine,2015,6
RIVERSIDE CITY,Irvine,2016,7
RIVERSIDE CITY,Irvine,2017,12
RIVERSIDE CITY,Irvine,2018,15
RIVERSIDE CITY,Irvine,2019,20
RIVERSIDE CITY,Irvine,2020,18
RIVERSIDE CITY,Irvine,2021,20
RIVERSIDE CITY,Irvine,2022,14
RIVERSIDE CITY,Irvine,2023,3
RIVERSIDE CITY,Irvine,2024,9
RIVERSIDE CITY,Los Angeles,2013,10
RIVERSIDE CITY,Los Angeles,2014,6
RIVERSIDE CITY,Los Angeles,2015,3
RIVERSIDE CITY,Los Angeles,2016,4
RIVERSIDE CITY,Los Angeles,2017,3
RIVERSIDE CITY,Los Angeles,2018,3
RIVERSIDE CITY,Los Angeles,2020,9
RIVERSIDE CITY,Los Angeles,2021,10
RIVERSIDE CITY,Los Angeles,2022,7
RIVERSIDE CITY,Los Angeles,2023,7
RIVERSIDE CITY,Los Angeles,2024,24
RIVERSIDE CITY,Riverside,2013,135
RIVERSIDE CITY,Riverside,2014,148
RIVERSIDE CITY,Riverside,2015,116
RIVERSIDE CITY,Riverside,2016,126
RIVERSIDE CITY,Riverside,2017,159
RIVERSIDE CITY,Riverside,2018,142
RIVERSIDE CITY,Riverside,2019,278
RIVERSIDE CITY,Riverside,2020,303
RIVERSIDE CITY,Riverside,2021,347
RIVERSIDE CITY,Riverside,2022,235
RIVERSIDE CITY,Riverside,2023,199
RIVERSIDE CITY,Riverside,2024,243
RIVERSIDE CITY,San Diego,2013,4
RIVERSIDE CITY,San Diego,2014,13
RIVERSIDE CITY,San Diego,2015,3
RIVERSIDE CITY,San Diego,2016,7
RIVERSIDE CITY,San Diego,2017,6
RIVERSIDE CITY,San Diego,2018,7
RIVERSIDE CITY,San Diego,2019,11
RIVERSIDE CITY,San Diego,2020,13
RIVERSIDE CITY,San Diego,2021,10
RIVERSIDE CITY,San Diego,2022,18
RIVERSIDE CITY,San Diego,2023,8
RIVERSIDE CITY,San Diego,2024,10
RIVERSIDE CITY,Santa Barbara,2014,3
RIVERSIDE CITY,Santa Barbara,2015,7
RIVERSIDE CITY,Santa Barbara,2018,7
RIVERSIDE CITY,Santa Barbara,2019,8
RIVERSIDE CITY,Santa Barbara,2020,11
RIVERSIDE CITY,Santa Barbara,2021,3
RIVERSIDE CITY,Santa Barbara,2022,4
RIVERSIDE CITY,Santa Cruz,2013,3
RIVERSIDE CITY,Santa Cruz,2024,3
SACRAMENTO CITY,Berkeley,2013,12
SACRAMENTO CITY,Berkeley,2014,11
SACRAMENTO CITY,Berkeley,2015,9
SACRAMENTO CITY,Berkeley,2016,12
SACRAMENTO CITY,Berkeley,2017,15
SACRAMENTO CITY,Berkeley,2018,4
SACRAMENTO CITY,Berkeley,2019,11
SACRAMENTO CITY,Berkeley,2020,28
SACRAMENTO CITY,Berkeley,2021,3
SACRAMENTO CITY,Berkeley,2022,18
SACRAMENTO CITY,Berkeley,2023,17
SACRAMENTO CITY,Berkeley,2024,15
SACRAMENTO CITY,Davis,2013,101
SACRAMENTO CITY,Davis,2014,131
SACRAMENTO CITY,Davis,2015,132
SACRAMENTO CITY,Davis,2016,125
SACRAMENTO CITY,Davis,2017,105
SACRAMENTO CITY,Davis,2018,134
SACRAMENTO CITY,Davis,2019,124
SACRAMENTO CITY,Davis,2020,117
SACRAMENTO CITY,Davis,2021,101
SACRAMENTO CITY,Davis,2022,93
SACRAMENTO CITY,Davis,2023,100
SACRAMENTO CITY,Davis,2024,92
SACRAMENTO CITY,Irvine,2024,6
SACRAMENTO CITY,Los Angeles,2013,3
SACRAMENTO CITY,Los Angeles,2015,7
SACRAMENTO CITY,Los Angeles,2017,3
SACRAMENTO CITY,Los Angeles,2019,7
SACRAMENTO CITY,Los Angeles,2021,6
SACRAMENTO CITY,Los Angeles,2022,9
SACRAMENTO CITY,Los Angeles,2023,8
SACRAMENTO CITY,San Diego,2019,4
SACRAMENTO CITY,San Diego,2024,4
SACRAMENTO CITY,Santa Barbara,2014,4
SACRAMENTO CITY,Santa Barbara,2017,3
SACRAMENTO CITY,Santa Barbara,2018,3
SACRAMENTO CITY,Santa Barbara,2019,3
SACRAMENTO CITY,Santa Barbara,2021,11
SACRAMENTO CITY,Santa Barbara,2022,3
SACRAMENTO CITY,Santa Barbara,2024,4
SACRAMENTO CITY,Santa Cruz,2013,8
SACRAMENTO CITY,Santa Cruz,2014,6
SACRAMENTO CITY,Santa Cruz,2015,3
SACRAMENTO CITY,Santa Cruz,2016,3
SACRAMENTO CITY,Santa Cruz,2019,3
SACRAMENTO CITY,Santa Cruz,2021,12
SACRAMENTO CITY,Santa Cruz,2022,15
SADDLEBACK,Berkeley,2013,3
SADDLEBACK,Berkeley,2014,14
SADDLEBACK,Berkeley,2015,6
SADDLEBACK,Berkeley,2016,17
SADDLEBACK,Berkeley,2017,3
SADDLEBACK,Berkeley,2018,12
SADDLEBACK,Berkeley,2019,3
SADDLEBACK,Berkeley,2020,4
SADDLEBACK,Berkeley,2021,15
SADDLEBACK,Berkeley,2022,6
SADDLEBACK,Berkeley,2023,22
SADDLEBACK,Berkeley,2024,3
SADDLEBACK,Davis,2013,3
SADDLEBACK,Davis,2014,6
SADDLEBACK,Davis,2015,4
SADDLEBACK,Davis,2018,6
SADDLEBACK,Davis,2019,11
SADDLEBACK,Davis,2020,3
SADDLEBACK,Davis,2021,5
SADDLEBACK,Davis,2022,14
SADDLEBACK,Irvine,2013,80
SADDLEBACK,Irvine,2014,76
SADDLEBACK,Irvine,2015,94
SADDLEBACK,Irvine,2016,64
SADDLEBACK,Irvine,2017,94
SADDLEBACK,Irvine,2018,90
SADDLEBACK,Irvine,2019,107
SADDLEBACK,Irvine,2020,125
SADDLEBACK,Irvine,2021,116
SADDLEBACK,Irvine,2022,109
SADDLEBACK,Irvine,2023,109
SADDLEBACK,Irvine,2024,154
SADDLEBACK,Los Angeles,2013,58
SADDLEBACK,Los Angeles,2014,25
SADDLEBACK,Los Angeles,2015,31
SADDLEBACK,Los Angeles,2016,31
SADDLEBACK,Los Angeles,2017,39
SADDLEBACK,Los Angeles,2018,50
SADDLEBACK,Los Angeles,2019,57
SADDLEBACK,Los Angeles,2020,44
SADDLEBACK,Los Angeles,2021,32
SADDLEBACK,Los Angeles,2022,59
SADDLEBACK,Los Angeles,2023,40
SADDLEBACK,Los Angeles,2024,61
SADDLEBACK,Riverside,2014,8
SADDLEBACK,Riverside,2019,8
SADDLEBACK,Riverside,2021,17
SADDLEBACK,Riverside,2022,19
SADDLEBACK,Riverside,2023,9
SADDLEBACK,San Diego,2013,7
SADDLEBACK,San Diego,2014,37
SADDLEBACK,San Diego,2015,17
SADDLEBACK,San Diego,2016,13
SADDLEBACK,San Diego,2017,30
SADDLEBACK,San Diego,2018,19
SADDLEBACK,San Diego,2019,10
SADDLEBACK,San Diego,2020,24
SADDLEBACK,San Diego,2021,16
SADDLEBACK,San Diego,2022,28
SADDLEBACK,San Diego,2023,27
SADDLEBACK,San Diego,2024,47
SADDLEBACK,Santa Barbara,2013,38
SADDLEBACK,Santa Barbara,2014,15
SADDLEBACK,Santa Barbara,2015,22
SADDLEBACK,Santa Barbara,2016,25
SADDLEBACK,Santa Barbara,2017,24
SADDLEBACK,Santa Barbara,2018,26
SADDLEBACK,Santa Barbara,2019,29
SADDLEBACK,Santa Barbara,2020,23
SADDLEBACK,Santa Barbara,2021,37
SADDLEBACK,Santa Barbara,2022,34
SADDLEBACK,Santa Barbara,2023,33
SADDLEBACK,Santa Barbara,2024,15
SADDLEBACK,Santa Cruz,2014,5
SADDLEBACK,Santa Cruz,2015,6
SADDLEBACK,Santa Cruz,2017,8
SADDLEBACK,Santa Cruz,2019,3
SADDLEBACK,Santa Cruz,2020,4
SADDLEBACK,Santa Cruz,2021,8
SADDLEBACK,Santa Cruz,2022,3
SADDLEBACK,Santa Cruz,2023,10
SADDLEBACK,Santa Cruz,2024,11
SAN BERNARDINO VALLEY,Berkeley,2015,3
SAN BERNARDINO VALLEY,Los Angeles,2013,6
SAN BERNARDINO VALLEY,Los Angeles,2016,3
SAN BERNARDINO VALLEY,Riverside,2013,3
SAN BERNARDINO VALLEY,Riverside,2014,13
SAN BERNARDINO VALLEY,Riverside,2015,5
SAN BERNARDINO VALLEY,Riverside,2016,9
SAN BERNARDINO VALLEY,Riverside,2017,17
SAN BERNARDINO VALLEY,Riverside,2018,17
SAN BERNARDINO VALLEY,Riverside,2019,30
SAN BERNARDINO VALLEY,Riverside,2020,17
SAN BERNARDINO VALLEY,Riverside,2021,25
SAN BERNARDINO VALLEY,Riverside,2022,19
SAN BERNARDINO VALLEY,Riverside,2023,17
SAN BERNARDINO VALLEY,Riverside,2024,13
SAN BERNARDINO VALLEY,San Diego,2019,3
SAN BERNARDINO VALLEY,San Diego,2021,3
SAN DIEGO CITY,Berkeley,2013,3
SAN DIEGO CITY,Berkeley,2014,3
SAN DIEGO CITY,Berkeley,2016,3
SAN DIEGO CITY,Berkeley,2017,4
SAN DIEGO CITY,Berkeley,2018,3
SAN DIEGO CITY,Berkeley,2020,13
SAN DIEGO CITY,Berkeley,2021,11
SAN DIEGO CITY,Berkeley,2023,3
SAN DIEGO CITY,Berkeley,2024,3
SAN DIEGO CITY,Los Angeles,2015,3
SAN DIEGO CITY,Los Angeles,2017,4
SAN DIEGO CITY,Los Angeles,2019,4
SAN DIEGO CITY,Los Angeles,2020,4
SAN DIEGO CITY,Los Angeles,2023,3
SAN DIEGO CITY,Los Angeles,2024,3
SAN DIEGO CITY,Riverside,2016,3
SAN DIEGO CITY,San Diego,2013,17
SAN DIEGO CITY,San Diego,2014,14
SAN DIEGO CITY,San Diego,2015,12
SAN DIEGO CITY,San Diego,2016,18
SAN DIEGO CITY,San Diego,2017,36
SAN DIEGO CITY,San Diego,2018,39
SAN DIEGO CITY,San Diego,2019,68
SAN DIEGO CITY,San Diego,2020,61
SAN DIEGO CITY,San Diego,2021,55
SAN DIEGO CITY,San Diego,2022,34
SAN DIEGO CITY,San Diego,2023,63
SAN DIEGO CITY,San Diego,2024,36
SAN DIEGO MESA,Berkeley,2014,6
SAN DIEGO MESA,Berkeley,2015,8
SAN DIEGO MESA,Berkeley,2016,8
SAN DIEGO MESA,Berkeley,2017,12
SAN DIEGO MESA,Berkeley,2018,14
SAN DIEGO MESA,Berkeley,2020,3
SAN DIEGO MESA,Berkeley,2021,16
SAN DIEGO MESA,Berkeley,2022,6
SAN DIEGO MESA,Berkeley,2024,15
SAN DIEGO MESA,Davis,2015,7
SAN DIEGO MESA,Davis,2019,3
SAN DIEGO MESA,Davis,2021,3
SAN DIEGO MESA,Irvine,2014,5
SAN DIEGO MESA,Irvine,2017,3
